202	0
204	0
206	0
208	0
210	0
212	0
214	0
216	0
218	0
220	0
222	0
224	0
226	0
228	0
230	0
232	0
234	0
236	0
238	0
240	0
242	0
244	0
246	0
248	0.53
250	0.86
252	1.24
254	0.59
256	0.42
258	0.7
260	0.86
262	0.41
264	0.03
266	0.31
268	0.45
270	0.26
272	0.15
274	0.19
276	0.1
278	0.03
280	0.13
282	0.21
284	0.32
286	0.57
288	0.94
290	1.44
292	2.03
294	2.71
296	3.56
298	4.36
300	5.36
302	6.32
304	7.26
306	8.23
308	9.22
310	10.17
312	10.94
314	11.7
316	12.4
318	13.09
320	13.82
322	14.38
324	15.04
326	16.04
328	16.6
330	17.06
332	17.46
334	17.82
336	17.99
338	18.2
340	18.4
342	18.47
344	18.61
346	18.73
348	18.66
350	18.72
352	18.63
354	18.69
356	18.75
358	18.96
360	18.84
362	19.01
364	19.12
366	19.21
368	19.43
370	19.59
372	19.83
374	19.96
376	20.12
378	20.18
380	20.34
382	20.25
384	20.3
386	20.36
388	20.41
390	20.29
392	20.23
394	20.15
396	19.99
398	19.92
400	19.79
402	19.73
404	19.61
406	19.55
408	19.52
410	19.38
412	19.37
414	19.36
416	19.33
418	19.26
420	19.23
422	19.19
424	19.0
426	18.94
428	18.82
430	18.78
432	18.63
434	18.59
436	18.42
438	18.42
440	18.29
442	18.13
444	17.97
446	17.85
448	17.69
450	17.51
452	17.32
454	17.05
456	16.77
458	16.58
460	16.3
462	16.16
464	15.91
466	15.66
468	15.44
470	15.21
472	15.0
474	14.89
476	14.66
478	14.55
480	14.47
482	14.27
484	14.1
486	13.94
488	13.83
490	13.74
492	13.63
494	13.55
496	13.48
498	13.43
500	13.35
502	13.19
504	13.02
506	12.82
508	12.6
510	12.29
512	11.86
514	11.4
516	10.84
518	10.26
520	9.74
522	9.18
524	8.71
526	8.32
528	7.96
530	7.46
532	7.1
534	6.9
536	6.71
538	6.52
540	6.35
542	6.22
544	6.06
546	5.93
548	5.79
550	5.64
552	5.51
554	5.41
556	5.32
558	5.18
560	5.07
562	4.95
564	4.85
566	4.75
568	4.62
570	4.54
572	4.43
574	4.31
576	4.23
578	4.14
580	4.06
582	3.99
584	3.89
586	3.81
588	3.69
590	3.59
592	3.49
594	3.38
596	3.3
598	3.21
600	3.1
602	3.0
604	2.92
606	2.83
608	2.74
610	2.65
612	2.57
614	2.49
616	2.41
618	2.32
620	2.23
622	2.16
624	2.1
626	2.01
628	1.94
630	1.86
632	1.8
634	1.71
636	1.66
638	1.59
640	1.51
642	1.45
644	1.38
646	1.32
648	1.27
650	1.21
652	1.33
654	1.27
656	1.22
658	1.18
660	1.15
662	1.11
664	1.09
666	1.05
668	0.99
670	0.94
672	0.88
674	0.83
676	0.79
678	0.75
680	0.7
682	0.66
684	0.64
686	0.59
688	0.55
690	0.49
692	0.48
694	0.47
696	0.46
698	0.43
700	0.43
702	0.43
704	0.4
706	0.41
708	0.41
710	0.41
712	0.41
714	0.39
716	0.4
718	0.37
720	0.37
722	0.37
724	0.37
726	0.39
728	0.4
730	0.39
732	0.4
734	0.4
736	0.38
738	0.35
740	0.36
742	0.38
744	0.39
746	0.39
748	0.38
750	0.4
752	0.39
754	0.39
756	0.4
758	0.36
760	0.4
762	0.4
764	0.39
766	0.38
768	0.33
770	0.22
772	0.32
774	0.41
776	0.42
778	0.43
780	0.46
782	0.45
784	0.47
786	0.49
788	0.46
790	0.46
792	0.43
794	0.4
796	0.38
798	0.42
800	0.43
802	0.41
804	0.41
806	0.41
808	0.41
810	0.42
812	0.44
814	0.42
816	0.37
818	0.39
820	0.33
822	0.27
824	0.19
826	0.0
828	0.04
830	0.07
832	0.06
834	0.13
836	0.18
838	0.0
840	0.15
842	0.23
844	0.16
846	0.24
848	0.35
850	0.41
